Código;Tipo;Nome;Turma;Professor;Créditos;Horário 1;Horário 2;------;------;Professores;Créditos;Cargo;
DCC131;Específica; PROJETO DE REDES DE COMPUTADORES;A;P12;2;SEX 18h;-;;;;
DCC133;Específica;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;A;P28;4;QUA 21h;SEX 14h;;;;
DCC133;Específica;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;B;P33;4;QUI 22h;QUI 22h;;;;
DCC136;Específica;INTELIGÊNCIA COMPUTACIONAL;A;P27;4;SEG 8h;SEG 8h;;;;
DCC150;Específica;ESTÁGIO SUPERVISIONADO EM SISTEMAS DE INFORMAÇÃO I;A;P28;4;SEX 14h;SEX 14h;;;;
DCC160;Específica;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO;A;P19;4;SEG 9h;QUA 16h;;;;
DCC172;Específica;PROGRAMAÇÃO COMPETITIVA;A;P6;4;QUA 11h;QUI 21h;;;;
EADDCC014;Básica;LINGUAGEM DE PROGRAMAÇÃO I;A;P31;4;SEG 8h;SEG 8h;;;;
EADDCC014;Básica;LINGUAGEM DE PROGRAMAÇÃO I;B;P10;4;QUA 19h;SEG 8h;;;;
EADDCC014;Básica;LINGUAGEM DE PROGRAMAÇÃO I;C;P17;4;SEX 18h;SEX 18h;;;;
EADDCC014;Básica;LINGUAGEM DE PROGRAMAÇÃO I;D;P0;4;SEX 24h;SEX 24h;;;;
EADDCC014;Básica;LINGUAGEM DE PROGRAMAÇÃO I;E;P10;4;SEX 24h;QUA 16h;;;;
EADDCC014;Básica;LINGUAGEM DE PROGRAMAÇÃO I;F;P32;4;SEX 14h;SEX 14h;;;;
EADDCC014;Básica;LINGUAGEM DE PROGRAMAÇÃO I;G;P12;4;SEX 18h;SEX 18h;;;;
EADDCC014;Básica;LINGUAGEM DE PROGRAMAÇÃO I;H;P32;4;SEX 14h;SEX 14h;;;;
EADDCC014;Básica;LINGUAGEM DE PROGRAMAÇÃO I;I;P26;4;SEX 14h;SEX 14h;;;;
EADDCC014;Básica;LINGUAGEM DE PROGRAMAÇÃO I;J;P18;4;QUA 19h;SEX 22h;;;;
EADDCC015;Específica;LABORATÓRIO DE MONTAGEM E MANUTENÇÃO;A;P25;4;SEX 22h;SEX 22h;;;;
EADDCC015;Específica;LABORATÓRIO DE MONTAGEM E MANUTENÇÃO;B;P8;4;SEX 12h;SEX 13h;;;;
EADDCC015;Específica;LABORATÓRIO DE MONTAGEM E MANUTENÇÃO;C;P8;4;SEX 13h;SEX 13h;;;;
EADDCC015;Específica;LABORATÓRIO DE MONTAGEM E MANUTENÇÃO;D;P10;4;QUA 19h;TER 21h;;;;
EADDCC015;Específica;LABORATÓRIO DE MONTAGEM E MANUTENÇÃO;E;P8;4;SEX 12h;SEX 12h;;;;
EADDCC015;Específica;LABORATÓRIO DE MONTAGEM E MANUTENÇÃO;F;P10;4;SEG 8h;QUA 11h;;;;
EADDCC015;Específica;LABORATÓRIO DE MONTAGEM E MANUTENÇÃO;G;P10;4;QUA 19h;SEX 10h;;;;
EADDCC015;Específica;LABORATÓRIO DE MONTAGEM E MANUTENÇÃO;H;P10;4;QUA 19h;SEX 15h;;;;
EADDCC015;Específica;LABORATÓRIO DE MONTAGEM E MANUTENÇÃO;I;P10;4;QUA 11h;SEG 8h;;;;
EADDCC015;Específica;LABORATÓRIO DE MONTAGEM E MANUTENÇÃO;J;P8;4;SEX 13h;SEX 12h;;;;
EADDCC021;Específica;SEMINÁRIO INTEGRADO II;A;P4;2;SEX 22h;-;;;;
EADDCC021;Específica;SEMINÁRIO INTEGRADO II;B;P21;2;SEX 14h;-;;;;
EADDCC021;Específica;SEMINÁRIO INTEGRADO II;C;P4;2;SEX 22h;-;;;;
EADDCC021;Específica;SEMINÁRIO INTEGRADO II;D;P21;2;SEX 14h;-;;;;
EADDCC021;Específica;SEMINÁRIO INTEGRADO II;E;P21;2;SEX 14h;-;;;;
EADDCC021;Específica;SEMINÁRIO INTEGRADO II;F;P4;2;SEX 22h;-;;;;
EADDCC021;Específica;SEMINÁRIO INTEGRADO II;G;P4;2;SEX 22h;-;;;;
EADDCC021;Específica;SEMINÁRIO INTEGRADO II;H;P21;2;SEX 14h;-;;;;
EADDCC021;Específica;SEMINÁRIO INTEGRADO II;I;P4;2;SEG 13h;-;;;;
EADDCC021;Específica;SEMINÁRIO INTEGRADO II;J;P21;2;SEX 14h;-;;;;
